src_ip,dst_ip,src_port,dst_port,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_bytes,target_traffic,size_traffic
172.16.40.180,172.16.40.102,51954,161,1651680412478,1651680412532,650,0,23560157
172.16.40.180,172.16.40.101,51954,161,1651680412530,1651680412535,668,0,26323621
172.16.40.107,172.16.40.180,161,51954,1651680412531,1651680412536,648,0,3212686
172.16.40.102,172.16.40.180,161,51954,1651680412534,1651680412541,646,0,23773753
172.16.40.180,172.16.40.107,51954,161,1651680412536,1651680412541,646,0,3336068
172.16.40.101,172.16.40.180,161,51954,1651680412537,1651680412552,656,0,26656285
172.16.40.180,172.16.40.101,51954,161,1651680412552,1651680412557,652,0,26323621
172.16.40.180,172.16.40.102,51954,161,1651680412541,1651680412562,667,0,23560157
172.16.40.101,172.16.40.180,161,51954,1651680412559,1651680412564,647,0,26656285
172.16.40.102,172.16.40.180,161,51954,1651680412564,1651680412573,657,0,23773753
172.16.40.180,172.16.40.101,51954,161,1651680412565,1651680412574,651,0,26323621
172.16.40.180,172.16.40.102,51954,161,1651680412574,1651680412579,649,0,23560157
172.16.40.102,172.16.40.180,161,51954,1651680412580,1651680412586,650,0,23773753
172.16.40.101,172.16.40.180,161,51954,1651680412577,1651680412594,1433,0,26656285
172.16.40.180,172.16.40.101,51954,161,1651680412594,1651680412600,667,0,26323621
172.16.40.180,172.16.40.102,51954,161,1651680412587,1651680412602,650,0,23560157
172.16.40.180,172.16.40.34,51954,161,1651680411326,1651680412606,1348,0,9841467
172.16.40.101,172.16.40.180,161,51954,1651680412602,1651680412608,657,0,26656285
172.16.40.102,172.16.40.180,161,51954,1651680412603,1651680412610,651,0,23773753
172.16.40.180,172.16.40.101,51954,161,1651680412609,1651680412614,648,0,26323621
172.16.40.180,172.16.40.102,51954,161,1651680412610,1651680412615,646,0,23560157
172.16.40.102,172.16.40.180,161,51954,1651680412617,1651680412622,672,0,23773753
172.16.40.180,172.16.40.29,51954,161,1651680410083,1651680412626,1049,0,9049349
172.16.40.180,172.16.40.8,51954,161,1651680408454,1651680412627,1382,0,5852782
172.16.40.180,172.16.40.102,51954,161,1651680412622,1651680412628,652,0,23560157
172.16.40.101,172.16.40.180,161,51954,1651680412615,1651680412631,647,0,26656285
172.16.40.180,172.16.40.101,51954,161,1651680412631,1651680412637,647,0,26323621
172.16.40.101,172.16.40.180,161,51954,1651680412638,1651680412644,647,0,26656285
172.16.40.102,172.16.40.180,161,51954,1651680412629,1651680412644,652,0,23773753
172.16.40.180,172.16.40.101,51954,161,1651680412644,1651680412649,646,0,26323621
172.16.40.180,172.16.40.102,51954,161,1651680412644,1651680412650,647,0,23560157
172.16.40.101,172.16.40.180,161,51954,1651680412651,1651680412656,672,0,26656285
172.16.40.102,172.16.40.180,161,51954,1651680412651,1651680412656,653,0,23773753
172.16.40.180,172.16.40.102,51954,161,1651680412656,1651680412661,645,0,23560157
172.16.40.102,172.16.40.180,161,51954,1651680412662,1651680412679,670,0,23773753
172.16.40.180,172.16.40.101,51954,161,1651680412656,1651680412681,652,0,26323621
172.16.40.180,172.16.40.102,51954,161,1651680412679,1651680412684,655,0,23560157
172.16.40.101,172.16.40.180,161,51954,1651680412683,1651680412688,648,0,26656285
172.16.40.102,172.16.40.180,161,51954,1651680412685,1651680412690,655,0,23773753
172.16.40.180,172.16.40.101,51954,161,1651680412688,1651680412694,647,0,26323621
172.16.40.180,172.16.40.102,51954,161,1651680412690,1651680412695,646,0,23560157
172.16.40.102,172.16.40.180,161,51954,1651680412697,1651680412703,652,0,23773753
172.16.40.180,172.16.40.102,51954,161,1651680412703,1651680412706,657,0,23560157
172.16.40.101,172.16.40.180,161,51954,1651680412695,1651680412711,647,0,26656285
172.16.40.180,172.16.40.101,51954,161,1651680412711,1651680412716,645,0,26323621
172.16.40.180,172.16.40.102,51954,161,1651680412707,1651680412721,659,0,23560157
172.16.40.101,172.16.40.180,161,51954,1651680412718,1651680412723,670,0,26656285
172.16.40.180,172.16.40.102,51954,161,1651680412721,1651680412726,667,0,23560157
172.16.40.180,172.16.40.101,51954,161,1651680412723,1651680412729,655,0,26323621
172.16.40.102,172.16.40.180,161,51954,1651680412727,1651680412732,657,0,23773753
172.16.40.101,172.16.40.180,161,51954,1651680412731,1651680412736,649,0,26656285
172.16.40.180,172.16.40.102,51954,161,1651680412733,1651680412738,648,0,23560157
172.16.40.102,172.16.40.180,161,51954,1651680412740,1651680412745,647,0,23773753
172.16.40.180,172.16.40.53,51954,161,1651680411206,1651680412746,1384,0,16497072
172.16.40.180,172.16.40.101,51954,161,1651680412737,1651680412751,646,0,26323621
172.16.40.101,172.16.40.180,161,51954,1651680412753,1651680412758,647,0,26656285
172.16.40.180,172.16.40.102,51954,161,1651680412745,1651680412760,647,0,23560157
172.16.40.180,172.16.40.101,51954,161,1651680412758,1651680412763,646,0,26323621
172.16.40.102,172.16.40.180,161,51954,1651680412761,1651680412767,647,0,23773753
172.16.40.180,172.16.40.102,51954,161,1651680412776,1651680412782,646,0,23560157
172.16.40.101,172.16.40.180,161,51954,1651680412766,1651680412791,668,0,26656285
172.16.40.102,172.16.40.180,161,51954,1651680412784,1651680412798,672,0,23773753
172.16.40.180,172.16.40.101,51954,161,1651680412793,1651680412799,656,0,26323621
172.16.40.180,172.16.40.102,51954,161,1651680412798,1651680412804,652,0,23560157
172.16.40.101,172.16.40.180,161,51954,1651680412801,1651680412808,652,0,26656285
172.16.40.102,172.16.40.180,161,51954,1651680412805,1651680412811,648,0,23773753
172.16.40.180,172.16.40.101,51954,161,1651680412808,1651680412814,647,0,26323621
172.16.40.180,172.16.40.102,51954,161,1651680412812,1651680412817,647,0,23560157
172.16.40.102,172.16.40.180,161,51954,1651680412818,1651680412824,647,0,23773753
172.16.40.180,172.16.40.102,51954,161,1651680412824,1651680412829,645,0,23560157
172.16.40.101,172.16.40.180,161,51954,1651680412815,1651680412830,653,0,26656285
172.16.40.180,172.16.40.101,51954,161,1651680412830,1651680412835,648,0,26323621
172.16.40.45,172.16.40.180,161,51954,1651680411871,1651680412840,1508,0,13568268
172.16.40.101,172.16.40.180,161,51954,1651680412838,1651680412844,667,0,26656285
172.16.40.102,172.16.40.180,161,51954,1651680412840,1651680412845,672,0,23773753
172.16.40.53,172.16.40.180,161,51954,1651680412770,1651680412846,2248,0,16331871
172.16.40.180,172.16.40.101,51954,161,1651680412844,1651680412849,651,0,26323621
172.16.40.180,172.16.40.102,51954,161,1651680412846,1651680412852,656,0,23560157
172.16.40.101,172.16.40.180,161,51954,1651680412851,1651680412856,654,0,26656285
172.16.40.102,172.16.40.180,161,51954,1651680412853,1651680412858,649,0,23773753
172.16.40.180,172.16.40.102,51954,161,1651680412859,1651680412864,646,0,23560157
172.16.40.180,172.16.40.101,51954,161,1651680412856,1651680412871,651,0,26323621
172.16.40.101,172.16.40.180,161,51954,1651680412873,1651680412879,653,0,26656285
172.16.40.102,172.16.40.180,161,51954,1651680412865,1651680412880,647,0,23773753
172.16.40.180,172.16.40.102,51954,161,1651680412880,1651680412885,646,0,23560157
172.16.40.180,172.16.40.101,51954,161,1651680412879,1651680412887,649,0,26323621
172.16.40.102,172.16.40.180,161,51954,1651680412886,1651680412892,670,0,23773753
172.16.40.101,172.16.40.180,161,51954,1651680412889,1651680412894,647,0,26656285
172.16.40.180,172.16.40.102,51954,161,1651680412892,1651680412898,657,0,23560157
172.16.40.102,172.16.40.180,161,51954,1651680412899,1651680412905,649,0,23773753
172.16.40.180,172.16.40.101,51954,161,1651680412894,1651680412909,668,0,26323621
172.16.40.180,172.16.40.102,51954,161,1651680412905,1651680412920,646,0,23560157
172.16.40.180,172.16.40.103,51954,161,1651680409186,1651680412926,1380,0,6412720
172.16.40.102,172.16.40.180,161,51954,1651680412921,1651680412927,648,0,23773753
172.16.40.101,172.16.40.180,161,51954,1651680412912,1651680412928,656,0,26656285
172.16.40.180,172.16.40.102,51954,161,1651680412927,1651680412932,646,0,23560157
172.16.40.180,172.16.40.101,51954,161,1651680412928,1651680412934,652,0,26323621
172.16.40.102,172.16.40.180,161,51954,1651680412934,1651680412939,666,0,23773753
172.16.40.180,172.16.40.102,51954,161,1651680412939,1651680412944,651,0,23560157
172.16.40.228,172.16.40.180,161,51954,1651680410464,1651680412948,1042,0,4380357
172.16.40.101,172.16.40.180,161,51954,1651680412935,1651680412952,647,0,26656285
172.16.40.180,172.16.40.101,51954,161,1651680412952,1651680412957,651,0,26323621
172.16.40.102,172.16.40.180,161,51954,1651680412946,1651680412960,654,0,23773753
172.16.40.101,172.16.40.180,161,51954,1651680412959,1651680412964,648,0,26656285
172.16.40.180,172.16.40.102,51954,161,1651680412961,1651680412966,646,0,23560157
172.16.40.102,172.16.40.180,161,51954,1651680412967,1651680412982,648,0,23773753
172.16.40.180,172.16.40.102,51954,161,1651680412982,1651680412987,646,0,23560157
172.16.40.180,172.16.40.101,51954,161,1651680412965,1651680412990,668,0,26323621
172.16.40.101,172.16.40.180,161,51954,1651680412992,1651680412997,657,0,26656285
172.16.40.102,172.16.40.180,161,51954,1651680412989,1651680413002,647,0,23773753
172.16.40.180,172.16.40.101,51954,161,1651680412997,1651680413003,652,0,26323621
172.16.40.180,172.16.40.102,51954,161,1651680413003,1651680413011,667,0,23560157
172.16.40.101,172.16.40.180,161,51954,1651680413005,1651680413013,649,0,26656285
172.16.40.102,172.16.40.180,161,51954,1651680413013,1651680413018,656,0,23773753
172.16.40.180,172.16.40.214,51954,161,1651680411267,1651680413020,630,0,5213446
172.16.40.77,172.16.40.180,161,51954,1651680410976,1651680413024,2490,0,26877897
172.16.40.180,172.16.40.102,51954,161,1651680413019,1651680413025,648,0,23560157
172.16.40.180,172.16.40.101,51954,161,1651680413013,1651680413028,653,0,26323621
172.16.40.101,172.16.40.180,161,51954,1651680413030,1651680413036,648,0,26656285
172.16.40.102,172.16.40.180,161,51954,1651680413026,1651680413040,647,0,23773753
172.16.40.180,172.16.40.101,51954,161,1651680413036,1651680413041,667,0,26323621
172.16.40.180,172.16.40.102,51954,161,1651680413040,1651680413045,646,0,23560157
172.16.40.101,172.16.40.180,161,51954,1651680413043,1651680413048,657,0,26656285
172.16.40.102,172.16.40.180,161,51954,1651680413046,1651680413051,646,0,23773753
172.16.40.180,172.16.40.101,51954,161,1651680413048,1651680413053,649,0,26323621
172.16.40.180,172.16.40.102,51954,161,1651680413052,1651680413057,667,0,23560157
172.16.40.102,172.16.40.180,161,51954,1651680413058,1651680413063,657,0,23773753
172.16.40.180,172.16.40.102,51954,161,1651680413063,1651680413069,648,0,23560157
172.16.40.101,172.16.40.180,161,51954,1651680413055,1651680413071,652,0,26656285
172.16.40.180,172.16.40.101,51954,161,1651680413071,1651680413076,650,0,26323621
172.16.40.101,172.16.40.180,161,51954,1651680413078,1651680413083,650,0,26656285
172.16.40.102,172.16.40.180,161,51954,1651680413079,1651680413085,647,0,23773753
172.16.40.180,172.16.40.23,51954,161,1651680410469,1651680413088,1031,0,8869688
172.16.40.180,172.16.40.102,51954,161,1651680413085,1651680413095,647,0,23560157
172.16.40.180,172.16.40.101,51954,161,1651680413084,1651680413096,646,0,26323621
172.16.40.102,172.16.40.180,161,51954,1651680413096,1651680413102,646,0,23773753
172.16.40.180,172.16.40.102,51954,161,1651680413102,1651680413108,666,0,23560157
172.16.40.101,172.16.40.180,161,51954,1651680413098,1651680413114,672,0,26656285
172.16.40.180,172.16.40.101,51954,161,1651680413114,1651680413119,652,0,26323621
172.16.40.102,172.16.40.180,161,51954,1651680413118,1651680413124,657,0,23773753
172.16.40.101,172.16.40.180,161,51954,1651680413121,1651680413127,653,0,26656285
172.16.40.180,172.16.40.6,51954,161,1651680410818,1651680413129,665,0,9667864
172.16.40.180,172.16.40.42,51954,161,1651680411365,1651680413129,613,0,13112428
172.16.40.180,172.16.40.29,51954,161,1651680412626,1651680413130,999,0,9049349
172.16.40.88,172.16.40.180,161,51954,1651680408391,1651680413131,1869,0,9662693
172.16.40.180,172.16.40.64,51954,161,1651680409071,1651680413132,1380,0,6460211
172.16.40.1,172.16.40.180,161,51954,1651680412112,1651680413132,2068,1,44875729
172.16.40.3,172.16.40.180,161,51954,1651680410761,1651680413133,1771,0,13846058
172.16.40.180,172.16.40.41,51954,161,1651680412390,1651680413133,2232,0,8951501
172.16.40.2,172.16.40.180,161,51954,1651680412174,1651680413133,1458,0,44873554
172.16.40.6,172.16.40.180,161,51954,1651680413130,1651680413133,671,0,11042702
172.16.40.180,172.16.40.101,51954,161,1651680413129,1651680413135,655,0,26323621
172.16.40.180,172.16.40.102,51954,161,1651680413124,1651680413135,649,0,23560157
172.16.40.180,172.16.40.104,51954,161,1651680411579,1651680413139,1389,0,8313880
172.16.40.102,172.16.40.180,161,51954,1651680413137,1651680413142,651,0,23773753
172.16.40.44,172.16.40.180,161,51954,1651680403759,1651680413146,1380,0,12505390
172.16.40.101,172.16.40.180,161,51954,1651680413137,1651680413153,655,0,26656285
172.16.40.180,172.16.40.102,51954,161,1651680413142,1651680413157,650,0,23560157
172.16.40.180,172.16.40.101,51954,161,1651680413153,1651680413159,646,0,26323621
172.16.40.102,172.16.40.180,161,51954,1651680413159,1651680413164,650,0,23773753
172.16.40.101,172.16.40.180,161,51954,1651680413160,1651680413166,667,0,26656285
172.16.40.180,172.16.40.2,51954,161,1651680413133,1651680413170,670,0,41211180
172.16.40.90,172.16.40.180,161,51954,1651680408168,1651680413172,1387,0,8437526
172.16.40.180,172.16.40.78,51954,161,1651680411298,1651680413175,640,0,13150019
172.16.40.29,172.16.40.180,161,51954,1651680413137,1651680413175,1049,0,9848599
172.16.40.180,172.16.40.102,51954,161,1651680413164,1651680413175,646,0,23560157
172.16.40.180,172.16.40.2,51954,161,1651680413171,1651680413175,662,0,41211180
172.16.40.180,172.16.40.101,51954,161,1651680413171,1651680413178,651,0,26323621
172.16.40.102,172.16.40.180,161,51954,1651680413176,1651680413181,671,0,23773753
172.16.40.101,172.16.40.180,161,51954,1651680413179,1651680413195,655,0,26656285
172.16.40.68,172.16.40.180,161,51954,1651680410830,1651680413198,1526,0,6538148
172.16.40.180,172.16.40.101,51954,161,1651680413195,1651680413201,649,0,26323621
172.16.40.180,172.16.40.102,51954,161,1651680413182,1651680413202,652,0,23560157
172.16.40.101,172.16.40.180,161,51954,1651680413203,1651680413208,651,0,26656285
172.16.40.102,172.16.40.180,161,51954,1651680413204,1651680413209,648,0,23773753
172.16.40.180,172.16.40.101,51954,161,1651680413209,1651680413214,649,0,26323621
172.16.40.180,172.16.40.102,51954,161,1651680413209,1651680413215,647,0,23560157
172.16.40.101,172.16.40.180,161,51954,1651680413215,1651680413221,647,0,26656285
172.16.40.102,172.16.40.180,161,51954,1651680413216,1651680413222,647,0,23773753
172.16.40.180,172.16.40.101,51954,161,1651680413221,1651680413238,668,0,26323621
172.16.40.180,172.16.40.102,51954,161,1651680413222,1651680413239,645,0,23560157
172.16.40.101,172.16.40.180,161,51954,1651680413240,1651680413245,656,0,26656285
172.16.40.102,172.16.40.180,161,51954,1651680413241,1651680413246,669,0,23773753
172.16.40.180,172.16.40.124,0,0,1651680387783,1651680413247,438,0,209576
172.16.40.180,172.16.40.101,51954,161,1651680413245,1651680413252,653,0,26323621
172.16.40.180,172.16.40.102,51954,161,1651680413248,1651680413253,655,0,23560157
172.16.40.102,172.16.40.180,161,51954,1651680413255,1651680413261,649,0,23773753
172.16.40.180,172.16.40.102,51954,161,1651680413261,1651680413267,646,0,23560157
172.16.40.101,172.16.40.180,161,51954,1651680413254,1651680413270,648,0,26656285
172.16.40.69,172.16.40.180,161,51954,1651680411236,1651680413273,1814,0,9691590
172.16.40.180,172.16.40.101,51954,161,1651680413271,1651680413276,651,0,26323621
172.16.40.101,172.16.40.180,161,51954,1651680413278,1651680413283,646,0,26656285
172.16.40.102,172.16.40.180,161,51954,1651680413268,1651680413283,647,0,23773753
172.16.40.180,172.16.40.102,51954,161,1651680413284,1651680413289,646,0,23560157
172.16.40.180,172.16.40.101,51954,161,1651680413284,1651680413290,668,0,26323621
172.16.40.102,172.16.40.180,161,51954,1651680413291,1651680413296,667,0,23773753
172.16.40.101,172.16.40.180,161,51954,1651680413291,1651680413297,657,0,26656285
172.16.40.180,172.16.40.102,51954,161,1651680413296,1651680413302,656,0,23560157
172.16.40.180,172.16.40.101,51954,161,1651680413297,1651680413316,652,0,26323621
172.16.40.101,172.16.40.180,161,51954,1651680413318,1651680413324,649,0,26656285
172.16.40.180,172.16.40.101,51954,161,1651680413324,1651680413331,652,0,26323621
172.16.40.101,172.16.40.180,161,51954,1651680413332,1651680413338,647,0,26656285
172.16.40.102,172.16.40.180,161,51954,1651680413303,1651680413338,649,0,23773753
172.16.40.180,172.16.40.102,51954,161,1651680413339,1651680413346,646,0,23560157
172.16.40.180,172.16.40.101,51954,161,1651680413338,1651680413354,667,0,26323621
172.16.40.101,172.16.40.180,161,51954,1651680413355,1651680413363,657,0,26656285
172.16.40.102,172.16.40.180,161,51954,1651680413348,1651680413365,648,0,23773753
172.16.40.180,172.16.40.101,51954,161,1651680413363,1651680413369,649,0,26323621
172.16.40.180,172.16.40.102,51954,161,1651680413365,1651680413370,646,0,23560157
172.16.40.101,172.16.40.180,161,51954,1651680413371,1651680413376,652,0,26656285
172.16.40.102,172.16.40.180,161,51954,1651680413372,1651680413377,666,0,23773753
172.16.40.180,172.16.40.102,51954,161,1651680413377,1651680413382,651,0,23560157
172.16.40.180,172.16.40.101,51954,161,1651680413376,1651680413396,652,0,26323621
172.16.40.139,172.16.40.180,161,51954,1651680410390,1651680413399,1959,0,6642454
172.16.40.102,172.16.40.180,161,51954,1651680413384,1651680413401,654,0,23773753
172.16.40.101,172.16.40.180,161,51954,1651680413398,1651680413403,651,0,26656285
172.16.40.180,172.16.40.102,51954,161,1651680413401,1651680413408,646,0,23560157
172.16.40.180,172.16.40.101,51954,161,1651680413403,1651680413408,646,0,26323621
172.16.40.102,172.16.40.180,161,51954,1651680413409,1651680413415,648,0,23773753
172.16.40.101,172.16.40.180,161,51954,1651680413410,1651680413418,670,0,26656285
172.16.40.180,172.16.40.102,51954,161,1651680413416,1651680413421,646,0,23560157
172.16.40.102,172.16.40.180,161,51954,1651680413423,1651680413428,647,0,23773753
172.16.40.180,172.16.40.101,51954,161,1651680413419,1651680413433,655,0,26323621
172.16.40.101,172.16.40.180,161,51954,1651680413435,1651680413441,653,0,26656285
172.16.40.180,172.16.40.102,51954,161,1651680413428,1651680413442,667,0,23560157
172.16.40.180,172.16.40.101,51954,161,1651680413441,1651680413446,646,0,26323621
172.16.40.102,172.16.40.180,161,51954,1651680413444,1651680413449,656,0,23773753
172.16.40.101,172.16.40.180,161,51954,1651680413448,1651680413453,652,0,26656285
172.16.40.180,172.16.40.102,51954,161,1651680413449,1651680413454,648,0,23560157
172.16.40.180,172.16.40.101,51954,161,1651680413454,1651680413459,647,0,26323621
172.16.40.102,172.16.40.180,161,51954,1651680413455,1651680413460,647,0,23773753
172.16.40.180,172.16.40.8,51954,161,1651680412627,1651680413469,1386,0,5852782
172.16.40.180,172.16.40.102,51954,161,1651680413461,1651680413472,646,0,23560157
172.16.40.101,172.16.40.180,161,51954,1651680413469,1651680413478,668,0,26656285
172.16.40.102,172.16.40.180,161,51954,1651680413479,1651680413484,646,0,23773753
172.16.40.180,172.16.40.101,51954,161,1651680413478,1651680413484,656,0,26323621
172.16.40.96,172.16.40.180,161,51954,1651680408457,1651680413486,1378,0,6532321
172.16.40.180,172.16.40.102,51954,161,1651680413484,1651680413489,668,0,23560157
172.16.40.101,172.16.40.180,161,51954,1651680413487,1651680413493,652,0,26656285
172.16.40.102,172.16.40.180,161,51954,1651680413491,1651680413496,657,0,23773753
172.16.40.180,172.16.40.101,51954,161,1651680413493,1651680413498,648,0,26323621
172.16.40.180,172.16.40.102,51954,161,1651680413496,1651680413503,649,0,23560157
172.16.40.101,172.16.40.180,161,51954,1651680413500,1651680413515,656,0,26656285
172.16.40.102,172.16.40.180,161,51954,1651680413505,1651680413519,647,0,23773753
172.16.40.180,172.16.40.101,51954,161,1651680413515,1651680413521,646,0,26323621
172.16.40.101,172.16.40.180,161,51954,1651680413523,1651680413528,667,0,26656285
172.16.40.180,172.16.40.102,51954,161,1651680413520,1651680413529,652,0,23560157
172.16.40.180,172.16.40.101,51954,161,1651680413528,1651680413533,651,0,26323621
172.16.40.102,172.16.40.180,161,51954,1651680413531,1651680413536,647,0,23773753
172.16.40.180,172.16.40.102,51954,161,1651680413536,1651680413541,667,0,23560157
172.16.40.102,172.16.40.180,161,51954,1651680413542,1651680413547,657,0,23773753
172.16.40.101,172.16.40.180,161,51954,1651680413535,1651680413550,655,0,26656285
172.16.40.180,172.16.40.101,51954,161,1651680413550,1651680413557,649,0,26323621
172.16.40.180,172.16.40.102,51954,161,1651680413547,1651680413562,648,0,23560157
172.16.40.101,172.16.40.180,161,51954,1651680413559,1651680413565,651,0,26656285
172.16.40.102,172.16.40.180,161,51954,1651680413564,1651680413580,647,0,23773753
172.16.40.180,172.16.40.102,51954,161,1651680413580,1651680413585,647,0,23560157
172.16.40.180,172.16.40.101,51954,161,1651680413565,1651680413593,648,0,26323621
172.16.40.101,172.16.40.180,161,51954,1651680413595,1651680413600,647,0,26656285
172.16.40.102,172.16.40.180,161,51954,1651680413586,1651680413603,647,0,23773753
172.16.40.180,172.16.40.101,51954,161,1651680413600,1651680413609,668,0,26323621
172.16.40.180,172.16.40.102,51954,161,1651680413603,1651680413611,646,0,23560157
172.16.40.101,172.16.40.180,161,51954,1651680413611,1651680413616,656,0,26656285
172.16.40.102,172.16.40.180,161,51954,1651680413613,1651680413618,672,0,23773753
172.16.40.180,172.16.40.102,51954,161,1651680413618,1651680413623,652,0,23560157
172.16.40.102,172.16.40.180,161,51954,1651680413624,1651680413628,654,0,23773753
172.16.40.180,172.16.40.101,51954,161,1651680413616,1651680413632,653,0,26323621
172.16.40.101,172.16.40.180,161,51954,1651680413634,1651680413639,647,0,26656285
172.16.40.180,172.16.40.102,51954,161,1651680413629,1651680413644,647,0,23560157
172.16.40.180,172.16.40.101,51954,161,1651680413639,1651680413645,651,0,26323621
172.16.40.102,172.16.40.180,161,51954,1651680413646,1651680413650,654,0,23773753
172.16.40.101,172.16.40.180,161,51954,1651680413646,1651680413651,646,0,26656285
172.16.40.180,172.16.40.102,51954,161,1651680413650,1651680413655,645,0,23560157
172.16.40.180,172.16.40.101,51954,161,1651680413652,1651680413657,668,0,26323621
172.16.40.102,172.16.40.180,161,51954,1651680413657,1651680413662,670,0,23773753
172.16.40.180,172.16.40.102,51954,161,1651680413663,1651680413668,655,0,23560157
172.16.40.101,172.16.40.180,161,51954,1651680413679,1651680413685,657,0,26656285
172.16.40.102,172.16.40.180,161,51954,1651680413669,1651680413686,649,0,23773753
172.16.40.180,172.16.40.101,51954,161,1651680413685,1651680413692,651,0,26323621
172.16.40.180,172.16.40.102,51954,161,1651680413688,1651680413693,646,0,23560157
172.16.40.102,172.16.40.180,161,51954,1651680413694,1651680413700,647,0,23773753
172.16.40.101,172.16.40.180,161,51954,1651680413694,1651680413700,650,0,26656285
172.16.40.180,172.16.40.102,51954,161,1651680413700,1651680413706,646,0,23560157
172.16.40.61,172.16.40.180,161,51954,1651680412192,1651680413706,661,0,9181634
172.16.40.102,172.16.40.180,161,51954,1651680413707,1651680413712,668,0,23773753
172.16.40.180,172.16.40.101,51954,161,1651680413700,1651680413715,653,0,26323621
172.16.40.101,172.16.40.180,161,51954,1651680413718,1651680413724,646,0,26656285
172.16.40.180,172.16.40.102,51954,161,1651680413713,1651680413728,656,0,23560157
172.16.40.180,172.16.40.101,51954,161,1651680413724,1651680413729,667,0,26323621
172.16.40.102,172.16.40.180,161,51954,1651680413730,1651680413734,649,0,23773753
172.16.40.101,172.16.40.180,161,51954,1651680413731,1651680413736,657,0,26656285
172.16.40.180,172.16.40.102,51954,161,1651680413735,1651680413739,646,0,23560157
172.16.40.102,172.16.40.180,161,51954,1651680413741,1651680413746,648,0,23773753
172.16.40.180,172.16.40.102,51954,161,1651680413746,1651680413751,646,0,23560157
172.16.40.180,172.16.40.101,51954,161,1651680413736,1651680413751,648,0,26323621
172.16.40.101,172.16.40.180,161,51954,1651680413753,1651680413758,647,0,26656285
172.16.40.180,172.16.40.101,51954,161,1651680413758,1651680413764,647,0,26323621
172.16.40.1,172.16.40.180,161,51954,1651680413133,1651680413767,3203,1,44875729
172.16.40.180,172.16.40.2,51954,161,1651680413626,1651680413771,2566,0,41211180
172.16.40.102,172.16.40.180,161,51954,1651680413762,1651680413772,667,0,23773753
172.16.40.78,172.16.40.180,161,51954,1651680413175,1651680413777,2172,0,13968534
172.16.40.180,172.16.40.102,51954,161,1651680413775,1651680413782,651,0,23560157
172.16.40.101,172.16.40.180,161,51954,1651680413765,1651680413786,647,0,26656285
172.16.40.102,172.16.40.180,161,51954,1651680413783,1651680413789,654,0,23773753
172.16.40.180,172.16.40.101,51954,161,1651680413786,1651680413797,646,0,26323621
172.16.40.180,172.16.40.102,51954,161,1651680413789,1651680413804,646,0,23560157
172.16.40.101,172.16.40.180,161,51954,1651680413799,1651680413805,675,0,26656285
172.16.40.102,172.16.40.180,161,51954,1651680413806,1651680413812,648,0,23773753
172.16.40.180,172.16.40.101,51954,161,1651680413805,1651680413812,652,0,26323621
172.16.40.180,172.16.40.102,51954,161,1651680413812,1651680413817,646,0,23560157
172.16.40.102,172.16.40.180,161,51954,1651680413819,1651680413824,647,0,23773753
172.16.40.101,172.16.40.180,161,51954,1651680413814,1651680413829,648,0,26656285
172.16.40.180,172.16.40.102,51954,161,1651680413824,1651680413829,668,0,23560157
172.16.40.180,172.16.40.101,51954,161,1651680413829,1651680413835,647,0,26323621
172.16.40.101,172.16.40.180,161,51954,1651680413836,1651680413842,647,0,26656285
172.16.40.102,172.16.40.180,161,51954,1651680413831,1651680413848,656,0,23773753
172.16.40.180,172.16.40.101,51954,161,1651680413842,1651680413849,645,0,26323621
172.16.40.180,172.16.40.102,51954,161,1651680413848,1651680413854,648,0,23560157
172.16.40.101,172.16.40.180,161,51954,1651680413851,1651680413858,672,0,26656285
172.16.40.102,172.16.40.180,161,51954,1651680413855,1651680413861,647,0,23773753
172.16.40.180,172.16.40.102,51954,161,1651680413861,1651680413866,646,0,23560157
172.16.40.53,172.16.40.180,161,51954,1651680412869,1651680413869,1382,0,16331871
172.16.40.180,172.16.40.101,51954,161,1651680413858,1651680413873,656,0,26323621
172.16.40.101,172.16.40.180,161,51954,1651680413874,1651680413880,649,0,26656285
172.16.40.102,172.16.40.180,161,51954,1651680413869,1651680413885,646,0,23773753
172.16.40.180,172.16.40.101,51954,161,1651680413880,1651680413886,646,0,26323621
172.16.40.180,172.16.40.102,51954,161,1651680413885,1651680413890,668,0,23560157
172.16.40.101,172.16.40.180,161,51954,1651680413890,1651680413896,647,0,26656285
172.16.40.102,172.16.40.180,161,51954,1651680413892,1651680413898,657,0,23773753
172.16.40.180,172.16.40.102,51954,161,1651680413898,1651680413903,648,0,23560157
172.16.40.102,172.16.40.180,161,51954,1651680413905,1651680413910,647,0,23773753
172.16.40.180,172.16.40.101,51954,161,1651680413896,1651680413912,646,0,26323621
172.16.40.101,172.16.40.180,161,51954,1651680413913,1651680413920,667,0,26656285
172.16.40.180,172.16.40.101,51954,161,1651680413920,1651680413925,656,0,26323621
172.16.40.180,172.16.40.102,51954,161,1651680413910,1651680413926,647,0,23560157
172.16.40.102,172.16.40.180,161,51954,1651680413927,1651680413932,646,0,23773753
172.16.40.101,172.16.40.180,161,51954,1651680413927,1651680413932,649,0,26656285
172.16.40.180,172.16.40.102,51954,161,1651680413932,1651680413937,667,0,23560157
172.16.40.180,172.16.40.101,51954,161,1651680413932,1651680413938,646,0,26323621
